"inst","ante_n","ante_score_est","ante_score_lower","ante_score_upper","ante_dg_z","ante_lr_est","breastmilk_n","breastmilk_score_est","breastmilk_score_lower","breastmilk_score_upper","breastmilk_dg_z","breastmilk_lr_est","eyex_n","eyex_score_est","eyex_score_lower","eyex_score_upper","eyex_dg_z","eyex_lr_est","nocld_n","nocld_score_est","nocld_score_lower","nocld_score_upper","nocld_dg_z","nocld_lr_est","nonci_n","nonci_score_est","nonci_score_lower","nonci_score_upper","nonci_dg_z","nonci_lr_est","nopntx_n","nopntx_score_est","nopntx_score_lower","nopntx_score_upper","nopntx_dg_z","nopntx_lr_est","notcold_n","notcold_score_est","notcold_score_lower","notcold_score_upper","notcold_dg_z","notcold_lr_est","survival_n","survival_score_est","survival_score_lower","survival_score_upper","survival_dg_z","survival_lr_est","gv_n","gv_score_est","gv_score_lower","gv_score_upper","gv_dg_z","gv_lr_est","score_geom","n_components","score_lr","score_bm","n","n2013","n2014","n2015","n2016","n2017","n2018","n2019","n2020","avg_yearly_census","size","deidhosp","Hospital_Name","CCSLEVEL","CITY","COUNTY","median_n","score_sd","avg_score","score_composite"
"154108",49,-2.67856854152149,-7.00981862270902,1.65268153966604,-2.32577400265069,0.880084782356423,42,1.27286790233983,-3.13505135337826,5.68078715805791,1.69157492609695,1.14679528474636,15,-0.689380130702199,-6.21157778558602,4.83281752418163,-0.563443028423928,0.966462908404427,31,0.342660160090579,-4.24939042356258,4.93471074374374,0.501757546827563,1.03207842217082,43,-0.194339080106791,-4.59072858808467,4.20205042787108,-0.133546027799471,0.990114184737769,54,-0.285730552897607,-4.59040063579281,4.0189395299976,-0.230660452443724,0.991393337742557,54,0.64151326082569,-3.66315682206951,4.94618334372089,0.359594273071291,1.02091633261888,53,-0.278126876670835,-4.58756420155625,4.03131044821458,-0.0851387894356209,0.988663397000386,28,-1.26858913338818,-5.93789896339413,3.40072069661778,-0.448147405665877,0.956030103293618,0.356451047919604,9,0.996948750341249,-1.04589766401033,128,21,30,25,30,22,NA,NA,NA,25.6,"21-50",NA,"MERCY SOUTHWEST HOSPITAL (154108)","N","BAKERSFIELD","KERN",43,1.14626038677856,-0.348632554670112,-0.344723308045365
"190034",191,1.07455601401772,-2.97327678719395,5.12238881522939,1.23186999346633,1.02287269970876,197,-3.09591724167587,-7.14664759286335,0.954813109511605,-3.1409800726423,0.84519868921435,136,-3.01881971303522,-7.10375095010332,1.06611152403288,-2.33554912850477,0.951445980105879,165,-4.83350662932607,-8.90143472329089,-0.765578535361249,-4.21914854189714,0.828605151376785,201,2.32216472077517,-1.72681006986863,6.37113951141896,2.48032772342986,1.0454018961803,215,-2.48520888527721,-6.53224793518425,1.56183016462984,-2.42747839449915,0.96518767314107,213,0.597272423227184,-3.45052501293621,4.64506985939058,0.574746033265147,1.00931310592775,215,-0.574724752756345,-4.61992939372531,3.47047988821262,-0.368563073752345,0.98985543573198,177,4.75678720603334,0.69794219670258,8.81563221536409,4.13252559342594,1.06499731768864,0.229730803203111,9,0.969208661008392,-1.7524656193391,468,84,65,53,66,70,68,60,2,58.5,"51+",265,"ANTELOPE VALLEY HOSPITAL (190034)","C","LANCASTER","LOS ANGELES",197,3.06241483247873,-0.584155206446368,-0.761367408067996
"190053",39,-1.20838061068335,-5.64759208064903,3.23083085928232,-1.12128508914457,0.938296960557793,37,-1.63499365624717,-6.11119122408612,2.84120391159179,-1.69622048983414,0.827584657147969,21,-0.336922666845517,-5.2978798125852,4.62403447889416,-0.298920240368322,0.986153419296514,36,-0.0472201391438815,-4.53966984276838,4.44522956448062,-0.299820472519783,0.997001882708717,38,-1.12638227480047,-5.58729612662949,3.33453157702855,-1.10338187347382,0.961910653667349,41,0.236359396463685,-4.18842421162301,4.66114300455038,0.119678035337793,1.00654410168095,40,0.447359370304789,-3.99030596976756,4.88502471037714,0.303441809030929,1.01397199668986,41,-1.90992735594223,-6.33236801967788,2.51251330779343,-1.44979344563855,0.941530160160529,35,-0.927477277375686,-5.43473490207979,3.57978034732842,-0.992709216915518,0.971559610094245,0.285053495536318,9,0.960505938000436,-2.16919507142328,116,20,22,19,15,14,9,17,NA,16.5714285714286,"<=20",349,"ST. MARY MEDICAL CENTER (190053)","C","LONG BEACH","LOS ANGELES",38,0.834902473933147,-0.723065023807758,-0.942070787943478
"190125",101,-1.16812963678114,-5.29871589194151,2.96245661837922,-1.14608092016838,0.966839845655964,94,-5.42572270955128,-9.57578910477878,-1.27565631432377,-4.89260959651813,0.626113232928474,74,0.33590711192423,-3.86136228316672,4.53317650701518,0.384098149305328,1.00733932245775,91,0.398265956062321,-3.75824420769404,4.55477611981868,0.767012714765433,1.01994072786359,102,0.313255128888394,-3.8215686092655,4.44807886704229,0.412225266958375,1.00864342187451,112,0.317250306074613,-3.80559409897596,4.44009471112519,1.41647256323593,1.00619021216955,111,-1.23469970137665,-5.35899972881316,2.88960032605986,-1.27182974439946,0.972471514584714,109,-2.03525556921625,-6.16061188749628,2.09010074906378,-1.73374890213905,0.946394384331443,92,-0.294366560307598,-4.44666984670988,3.85793672609468,-0.326632093934363,0.994441642570509,0.257329020483039,9,0.949819367159612,-2.93116522476112,292,49,51,54,42,23,36,31,6,36.5,"21-50",452,"CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES (190125)","C","LOS ANGELES","LOS ANGELES",101,1.8853013798505,-0.977055074920374,-1.33691810213904
"190148",44,-1.18056281643564,-5.55896583592726,3.19784020305597,-1.01295003586165,0.946611380751835,47,-3.37794336113432,-7.73363695717833,0.977750234909682,-3.25302171325264,0.662688450447771,32,1.05126491582528,-3.51013635872619,5.61266619037674,1.49368810223666,1.03455238734438,45,0.0928246120412256,-4.28221249043341,4.46786171451586,0.215775731846925,1.00558495461477,48,0.343835639630987,-4.00285310717617,4.69052438643814,0.376302837380652,1.01126951723832,53,1.49058154174539,-2.82104169134551,5.80220477483628,2.22298607234672,1.04106707936476,49,0.465421680347176,-3.87714056735351,4.80798392804786,-0.170461821171247,1.01557096737797,52,-0.0612863515594428,-4.3779598000199,4.25538709690101,-0.652731121649731,0.997975030097455,44,0.503866407215114,-3.87924782226105,4.88698063669128,0.734415657490841,1.01383536451706,0.444821759679893,9,0.969906125750479,-0.223999244108082,135,23,21,24,20,17,14,16,NA,19.2857142857143,"<=20",703,"CENTINELA HOSPITAL MEDICAL CENTER (190148)","C","INGLEWOOD","LOS ANGELES",47,1.4440455142794,-0.0746664147026939,0.110411257785906
"190170",NA,NA,NA,NA,NA,NA,34,-0.803009803324577,-5.33126094839574,3.72524134174659,-0.323061464729337,0.909234453558181,88,0.204250858075417,-3.95305344410375,4.36155516025459,0.0580018592656515,1.00434219496735,49,-5.00819675964608,-9.3462853583295,-0.670108160962654,-3.52032348489022,0.626664208992496,129,-3.95304227406471,-8.05089768388115,0.144813135751721,-3.30566758080695,0.8655215374259,133,-1.12093331814081,-5.21844843226393,2.9765817959823,-0.600118927573774,0.977031015029347,132,1.64519452023745,-2.45333734780619,5.74372638828108,1.25870657552631,1.03905052275702,114,0.991285461184568,-3.12679846541955,5.10936938778868,1.45451757531061,1.0371628428952,99,-7.51003155976028,-11.6482775919142,-3.37178552760635,-6.49523752227913,0.855247706126366,0.138099569910666,8,0.914281810218983,-5.49934015953648,201,27,32,26,28,33,24,30,1,25.125,"21-50",445,"CHILDREN'S HOSPITAL LOS ANGELES (190170)","R","LOS ANGELES","LOS ANGELES",106.5,3.21822391962954,-1.94431035942988,-2.68062029481291
"190200",40,0.390305595142256,-4.0353756154887,4.81598680577322,0.448533938578607,1.01627497515903,38,-2.86863960815414,-7.32955345998316,1.59227424367487,-2.79247556979793,0.691192205322448,19,-0.439648225739312,-5.53731447280653,4.65801802132791,-0.381164198925136,0.980996185222539,29,-2.55919979781076,-7.20242300194823,2.08402340632672,-2.192337482994,0.799368375821312,38,-0.679680135381549,-5.14059398721057,3.78123371644747,-0.82183665213417,0.96953490730841,43,0.616577002674752,-3.78444908967214,5.01760309502164,0.723126640466397,1.01947962424782,43,0.201991970635926,-4.19903412171096,4.60301806298281,0.162766767468252,1.00707095536086,43,-1.59356158637546,-5.99227802355329,2.80515485080237,-1.4447503826191,0.93590839189675,32,0.42119901777238,-4.14544982597175,4.98784786151651,0.532514040331207,1.01337988542356,0.293626488418997,9,0.937022833973637,-2.17021858907863,106,15,18,15,11,16,13,18,NA,15.1428571428571,"<=20",783,"SAN GABRIEL VALLEY MEDICAL CENTER (190200)","C","SAN GABRIEL","LOS ANGELES",38,1.32354435547146,-0.723406196359545,-0.938296050329818
"190315",38,0.279517274336231,-4.17403084172597,4.73306539039843,0.319286925063624,1.01181693698328,40,0.00546778300284297,-4.42745781350977,4.43839337951546,-0.0279769667666841,1.00052700168087,29,-0.00602455840970228,-4.64107463226314,4.62902551544374,0.008606187435247,0.999789215590786,40,-0.154438235704528,-4.58736383221714,4.27848736080808,-0.203626391641649,0.990807907515765,42,-0.0789577557288996,-4.48687701144699,4.32896149998919,-0.0258466322378675,0.997393793194064,43,1.18541686125746,-3.21560923108942,5.58644295360435,1.39782000508564,1.03233888004778,43,-9.59711773093093,-13.9981438232778,-5.19609163858404,-5.23416923404133,0.723040285248113,43,0.489362052962755,-3.90935438421507,4.88807849014058,0.534192800620739,1.01375455965539,41,2.41473662990745,-2.00296539970958,6.83243865952449,2.39031883797557,1.06947115197369,0.364588143905322,9,0.982104414654414,-1.82067922643577,129,27,34,14,18,12,11,13,NA,18.4285714285714,"<=20",432,"GARFIELD MEDICAL CENTER (190315)","C","MONTEREY PARK","LOS ANGELES",41,3.47083777415246,-0.60689307547859,-0.728045541265224
"190323",44,0.0504490544236338,-4.32795396506799,4.42885207391525,0.0574985441005546,1.00207539277333,43,-2.75686396084111,-7.15325346881898,1.63952554713677,-2.65978915287975,0.730025215862287,28,-4.16079584063402,-8.82454945189465,0.502957770626622,-2.4738204799712,0.850944619468896,42,-1.35016660941554,-5.75808586513363,3.05775264630255,-1.33643829658203,0.916218529275886,45,-3.76242539028743,-8.13746249276207,0.612611712187204,-2.62872845324801,0.869960228433152,50,1.49969829012309,-2.83461905293128,5.83401563317747,2.20671067692217,1.04379719326721,49,-1.37913714163687,-5.72169938933755,2.96342510606381,-1.44064161451357,0.959514138196948,48,0.410675569194653,-3.93827036108117,4.75962149947047,0.188468691831796,1.01244896484261,43,1.58875337769797,-2.8052916686811,5.98279842407705,1.42429487439135,1.04448958698045,0.249318870991218,9,0.936608207677862,-3.28660421712521,102,19,12,18,15,9,21,7,1,12.75,"<=20",549,"ADVENTIST HEALTH GLENDALE (190323)","C","GLENDALE","LOS ANGELES",44,2.14872053146953,-1.09553473904173,-1.51864267306699
"190382",83,-0.764937960246656,-4.93487746269489,3.40500154220158,-0.683407261414888,0.976465034399544,76,-0.354011269894996,-4.55086191744596,3.84283937765597,-0.35712921144475,0.972783800086498,50,-1.0123416100751,-5.33540439244187,3.31072117229167,-0.845184169012746,0.973122770486672,67,-2.86753016529752,-7.09789125832237,1.36283092772734,-2.51466790387969,0.844678744816389,82,-1.76507151756694,-5.94390995995941,2.41376692482553,-1.48105324734055,0.947474742438623,92,2.01356262656989,-2.14472441866272,6.1718496718025,2.54335871697906,1.04309943157419,92,2.47178179436467,-1.68650525086794,6.63006883959728,3.50623962800925,1.06285621717482,90,-0.961685087513965,-5.12244422619954,3.19907405117161,-0.582547789773641,0.972415296548827,66,-0.102436773824231,-4.33500846215117,4.1301349145027,-0.134685565045782,0.997712564794032,0.32594252866585,9,0.976734289146622,-1.11422332116162,196,29,29,34,30,35,19,20,NA,28,"21-50",645,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER (190382)","C","LOS ANGELES","LOS ANGELES",82,1.69305470561258,-0.371407773720539,-0.394140396247883
